X-Axis,10x Region 3
 1.25807E+03, 3.57827E+03
 1.25974E+03, 3.57927E+03
 1.26141E+03, 3.57999E+03
 1.26308E+03, 3.58067E+03
 1.26475E+03, 3.58141E+03
 1.26641E+03, 3.57988E+03
 1.26808E+03, 3.57758E+03
 1.26975E+03, 3.57329E+03
 1.27141E+03, 3.56917E+03
 1.27308E+03, 3.56698E+03
 1.27474E+03, 3.56622E+03
 1.27641E+03, 3.56154E+03
 1.27807E+03, 3.55980E+03
 1.27973E+03, 3.55784E+03
 1.28139E+03, 3.55737E+03
 1.28306E+03, 3.55800E+03
 1.28472E+03, 3.55750E+03
 1.28638E+03, 3.55661E+03
 1.28804E+03, 3.55678E+03
 1.28970E+03, 3.55607E+03
 1.29135E+03, 3.55685E+03
 1.29301E+03, 3.55736E+03
 1.29467E+03, 3.55852E+03
 1.29633E+03, 3.55936E+03
 1.29798E+03, 3.55961E+03
 1.29964E+03, 3.56199E+03
 1.30130E+03, 3.56375E+03
 1.30295E+03, 3.56347E+03
 1.30460E+03, 3.56604E+03
 1.30626E+03, 3.56875E+03
 1.30791E+03, 3.56850E+03
 1.30956E+03, 3.57017E+03
 1.31122E+03, 3.57040E+03
 1.31287E+03, 3.56968E+03
 1.31452E+03, 3.57167E+03
 1.31617E+03, 3.57349E+03
 1.31782E+03, 3.57640E+03
 1.31947E+03, 3.57923E+03
 1.32112E+03, 3.58115E+03
 1.32276E+03, 3.58731E+03
 1.32441E+03, 3.59122E+03
 1.32606E+03, 3.59661E+03
 1.32771E+03, 3.59961E+03
 1.32935E+03, 3.60216E+03
 1.33100E+03, 3.60568E+03
 1.33264E+03, 3.61386E+03
 1.33429E+03, 3.61600E+03
 1.33593E+03, 3.62073E+03
 1.33757E+03, 3.62108E+03
 1.33922E+03, 3.62172E+03
 1.34086E+03, 3.62495E+03
 1.34250E+03, 3.62319E+03
 1.34414E+03, 3.62042E+03
 1.34578E+03, 3.61478E+03
 1.34742E+03, 3.61382E+03
 1.34906E+03, 3.60968E+03
 1.35070E+03, 3.60703E+03
 1.35234E+03, 3.60455E+03
 1.35397E+03, 3.60044E+03
 1.35561E+03, 3.59771E+03
 1.35725E+03, 3.59352E+03
 1.35888E+03, 3.59169E+03
 1.36052E+03, 3.58994E+03
 1.36215E+03, 3.59097E+03
 1.36379E+03, 3.59058E+03
 1.36542E+03, 3.59136E+03
 1.36706E+03, 3.59391E+03
 1.36869E+03, 3.59553E+03
 1.37032E+03, 3.59835E+03
 1.37195E+03, 3.59902E+03
 1.37358E+03, 3.60121E+03
 1.37521E+03, 3.60603E+03
 1.37684E+03, 3.60829E+03
 1.37847E+03, 3.60704E+03
 1.38010E+03, 3.60682E+03
 1.38173E+03, 3.60841E+03
 1.38336E+03, 3.60644E+03
 1.38498E+03, 3.60675E+03
 1.38661E+03, 3.60360E+03
 1.38824E+03, 3.60209E+03
 1.38986E+03, 3.60007E+03
 1.39149E+03, 3.59893E+03
